OBJETO DE CONHECIMENTO;BIMESTRE
FORMA DE COMPOSIÇÃO DOS TEXTOS: RECONHECIMENTO NO PROCESSO DE LEITURA DE RECURSOS LINGUÍSTICOS E DISCURSIVOS QUE CONSTITUEM OS GÊNEROS DO CVP (...)  FORMATAÇÃO E DIAGRAMAÇÃO ESPECÍFICA DE CADA UM DESSES GÊNEROS, INCLUSIVE EM SUAS VERSÕES... (A);16
"PERFORMANCES ORAIS: REPRESENTAÇÃO DE CENAS DRAMÁTICAS CONCILIANDO A ENTONAÇÃO DA FALA E MOVIMENTOS DO CORPO À TRILHA SONORA;  CARACTERÍSTICAS DO TEXTO DRAMÁTICO. (I/A/C)";16
"Planejamento de texto oral: - Planejamento da fala, em colaboração com os colegas, adequando-a à situação comunicativa, à mensagem do discurso e aos meios de divulgação próprios dos gêneros do campo das práticas de estudo e pesquisa; - Pesquisa e organização de informações necessárias para a produção do roteiro de relatos de experiências, debates, recontos, discursos, relatos de observação, relatório de experimento científico, seminário, debates, dentre outros do campo de estudo e pesquisa; (A)";16
PLANEJAMENTO DE TEXTO ORAL: ELABORAÇÃO DE ROTEIRO ESCRITO PARA ORIENTAÇÃO DA EXPOSIÇÃO ORAL,  EXPOSIÇÃO ORAL DE TRABALHOS OU PESQUISAS ESCOLARES, EM SALA DE AULA, COM APOIO DE RECURSOS MULTISSEMIÓTICOS. (A);16
"Características da conversação espontânea: - Escuta atenta, considerando as modalidades, variedades e graus de formalismo da língua; - Respeito diante da exposição de outras pessoas, no que se refere às ideias, opiniões e ao modo de falar. (C)";16
"Aspectos não linguísticos (paralinguísticos) no ato da fala: - Reconhecimento e a análise de elementos não linguísticos no ato da fala – expressões corporais, direção do olhar, riso, gestos, movimentos da cabeça (de concordância ou discordância), expressão corporal, tom de voz associadas à fala, com o objetivo de determinar seu papel na construção dos sentidos dos textos orais de comunicação trabalhadas em situações significativas de sala de aula; - Adequação (ou não) das escolhas do locutor; - Seleção de recursos paralinguísticos de acordo as intenções de significação do discurso a ser produzido. (C)";16
"Escrita colaborativa: Planejamento e produção coletiva de notícias a partir de temáticas relevantes para a comunidade local e para o interesse dos alunos, considerando a situação comunicativa, o gênero, o tema e a finalidade do texto; Revisão e reescrita dos textos produzidos, em colaboração com o professor e com os colegas. (I/A/C)";16
"Produção de textos: Planejamento e produção coletiva e autônoma de texto a partir da pesquisa e leitura de textos expositivos das diversas áreas de conhecimento, considerando a situação comunicativa - interlocutores, finalidade, gênero, contexto de produção e circulação e o suporte; - Revisão e reescrita coletiva e autônoma dos textos produzidos. (I/A/C)";16
"Construção do sistema alfabético/ Convenções da escrita: - Produção de texto de diferentes gêneros, verificando a escrita quanto à análise linguística – ortografia (regularidades diretas e contextuais); - Concordância nominal e verbal; (A)";16
"Planejamento de texto/ Progressão temática e paragrafação: Reconhecimento das partes constituintes e da finalidade de diferentes gêneros textuais, que abordem temáticas relevantes para a comunidade local, regional e nacional; Organização de textos em unidades de sentido (em parágrafos); (C)";16
"PLANEJAMENTO DE TEXTO/ PROGRESSÃO TEMÁTICA E PARAGRAFAÇÃO: Progressão temática – do todo (tema global) para as partes (desdobramento em parágrafos); - Paragrafação – indicação dos aspectos relacionados ao tema abordado em cada parágrafo.(C)";16
"ESCRITA COLABORATIVA (TEMA POLÊMICO): Planejamento e produção textual em colaboração com o professor, com os colegas e com autonomia, considerando a situação comunicativa, o tema e a finalidade do texto;  Uso adequado do registro formal e dos recursos de argumentação;  Revisão e reescrita coletiva e individual dos textos produzidos. (C)";16
EDIÇÃO DE TEXTO: EDIÇÃO FINAL DO TEXTO, EM COLABORAÇÃO COM O PROFESSOR OU INDIVIDUALMENTE, ILUSTRANDO, QUANDO FOR O CASO E UTILIZANDO SOFTWARE. (C);16
UTILIZAÇÃO DE TECNOLOGIA DIGITAL: RECURSOS MULTISSEMIÓTICOS NA EDIÇÃO DE TEXTOS. (C);16
